id,first_name,last_name,city,rating,n_orders
28209,Роман,Ермаков,Балашиха,,0
28210,Андрей,Гурьев,Подольск,3.6666666666666665,4
28211,Денис,Кулагин,Подольск,5.0,5
28212,Мария,Пономарева,Химки,5.0,4
28213,Демид,Силин,Подольск,3.6666666666666665,3
28214,Алёна,Исакова,Железнодорожный,5.0,4
28215,Ульяна,Тетерина,Химки,3.0,2
28216,Михаил,Шарапов,Долгопрудный,4.666666666666667,3
28217,Василиса,Макарова,Железнодорожный,5.0,2
28218,Кира,Осипова,Реутов,4.0,4
28219,Глеб,Захаров,Долгопрудный,5.0,1
28220,Иван,Андреев,Долгопрудный,5.0,1
28221,Диана,Фомичева,Мытищи,20.166666666666668,6
28222,Арина,Носкова,Реутов,3.5,2
28223,Кирилл,Колобов,Химки,4.0,2
28224,Алиса,Быкова,Мытищи,5.0,2
28225,Тимофей,Гришин,Балашиха,3.0,4
28226,Демид,Быков,Мытищи,36.666666666666664,3
28227,Степан,Лазарев,Люберцы,5.0,4
28228,Виктория,Ковалева,Мытищи,4.428571428571429,7
28229,Анна,Рожкова,Реутов,5.0,2
28230,Вероника,Артемьева,Королев,5.0,3
28231,Милана,Воронова,Железнодорожный,5.0,1
28232,Марк,Потапов,Долгопрудный,5.0,2
28233,Илья,Кононов,Долгопрудный,,0
28234,Арсений,Волков,Реутов,4.0,1
28235,Артем,Лебедев,Долгопрудный,3.0,2
28236,Ева,Ситникова,Королев,5.0,3
28237,Кирилл,Белоусов,Железнодорожный,4.333333333333333,6
28238,Мария,Стрелкова,Железнодорожный,5.0,2
28239,Денис,Гусев,Химки,4.0,5
28240,Валерия,Кабанова,Реутов,2.0,2
28241,Диана,Козлова,Мытищи,4.6,5
28242,Максим,Лихачев,Реутов,5.0,2
28243,Матвей,Куликов,Долгопрудный,4.5,8
28244,Виктор,Орлов,Долгопрудный,4.4,5
28245,Виктор,Овчинников,Москва,2.3333333333333335,3
28246,Алиса,Лобанова,Долгопрудный,28.75,4
28247,Григорий,Богданов,Подольск,5.0,1
28248,Савелий,Мишин,Мытищи,5.0,2
28249,Александра,Шилова,Долгопрудный,5.0,4
28250,Арина,Егорова,Реутов,4.0,4
28251,Матвей,Авдеев,Люберцы,5.0,3
28252,Федор,Волков,Химки,4.5,4
28253,Анна,Антонова,Москва,3.6666666666666665,3
28254,Денис,Назаров,Подольск,3.2,5
28255,Егор,Евсеев,Железнодорожный,5.0,4
28256,Ксения,Уварова,Химки,5.0,8
28257,Степан,Морозов,Подольск,4.666666666666667,3
28258,Диана,Власова,Железнодорожный,5.0,2
28259,Лев,Лыткин,Мытищи,4.333333333333333,7
28260,Александра,Зуева,Балашиха,4.2,5
28261,Ксения,Ермакова,Реутов,5.0,4
28262,Никита,Васильев,Железнодорожный,5.0,2
28263,Константин,Баранов,Реутов,4.333333333333333,9
28264,Илья,Волков,Мытищи,5.0,4
28265,Григорий,Артемьев,Мытищи,4.333333333333333,3
28266,Ярослав,Афанасьев,Железнодорожный,5.0,1
28267,Демид,Панфилов,Подольск,5.0,2
28268,Иван,Устинов,Подольск,4.0,4
28269,Маргарита,Рогова,Реутов,5.0,4
28270,Кирилл,Сафонов,Железнодорожный,5.0,1
28271,Ульяна,Михайлова,Москва,5.0,3
28272,София,Кириллова,Железнодорожный,4.2,5
28273,Василиса,Воронцова,Люберцы,3.6,5
28274,Василиса,Уварова,Реутов,14.5,10
28275,Максим,Давыдов,Подольск,3.6666666666666665,3
28276,Анастасия,Пахомова,Химки,52.0,2
28277,Роман,Тимофеев,Мытищи,5.0,7
28278,Константин,Горбунов,Долгопрудный,5.0,5
28279,Анна,Нестерова,Москва,28.5,4
28280,Алексей,Николаев,Москва,24.0,5
28281,Владислав,Красильников,Подольск,5.0,1
28282,Дарья,Морозова,Москва,,1
28283,Кира,Карпова,Балашиха,27.75,4
28284,Анастасия,Быкова,Москва,5.0,3
28285,Илья,Никифоров,Москва,5.0,4
28286,Михаил,Гусев,Балашиха,3.6666666666666665,3
28287,Ксения,Медведева,Долгопрудный,5.0,4
28288,Кира,Ершова,Реутов,5.0,7
28289,Никита,Лебедев,Королев,5.0,2
28290,Артем,Сысоев,Железнодорожный,4.6,5
28291,Андрей,Кудряшов,Москва,5.0,2
28292,Демид,Евсеев,Мытищи,5.0,1
28293,Артем,Афанасьев,Реутов,5.0,6
28294,Демид,Ситников,Долгопрудный,4.666666666666667,6
28295,Валерия,Воронова,Королев,3.888888888888889,9
28296,Дарья,Шестакова,Балашиха,,0
28297,Артем,Селиверстов,Мытищи,5.0,3
28298,Карина,Новикова,Долгопрудный,5.0,4
28299,Лев,Никитин,Реутов,,0
28300,Дарья,Евсеева,Реутов,3.75,4
28301,Демид,Овчинников,Мытищи,5.0,6
28302,Степан,Григорьев,Люберцы,5.0,3
28303,Константин,Устинов,Люберцы,5.0,2
28304,Александр,Орехов,Железнодорожный,3.3333333333333335,3
28305,Ульяна,Самойлова,Люберцы,4.666666666666667,3
28306,Анастасия,Рожкова,Долгопрудный,5.0,5
28307,Демид,Владимиров,Королев,5.0,7
28308,София,Захарова,Москва,5.0,2
28309,Егор,Голубев,Люберцы,4.8,5
28310,Роман,Беляев,Железнодорожный,24.0,6
28311,Алиса,Кондратьева,Москва,4.0,4
28312,София,Сидорова,Подольск,3.0,2
28313,Григорий,Устинов,Реутов,5.0,2
28314,София,Мухина,Люберцы,3.6666666666666665,3
28315,Анна,Гришина,Реутов,4.2,5
28316,Даниил,Беляев,Люберцы,,0
28317,Кира,Овчинникова,Балашиха,3.6666666666666665,3
28318,Валерия,Сорокина,Подольск,28.75,4
28319,Федор,Некрасов,Королев,4.0,4
28320,Карина,Юдина,Мытищи,5.0,1
28321,Маргарита,Фокина,Москва,5.0,3
28322,Виктория,Хохлова,Долгопрудный,5.0,4
28323,Матвей,Фролов,Люберцы,5.0,1
28324,Валерия,Власова,Люберцы,5.0,4
28325,Тимофей,Фокин,Королев,5.0,2
28326,Кира,Молчанова,Железнодорожный,3.4,5
28327,Матвей,Александров,Люберцы,5.0,1
28328,Максим,Осипов,Железнодорожный,5.0,3
28329,Виктор,Потапов,Мытищи,3.3333333333333335,3
28330,Савелий,Воронцов,Долгопрудный,3.0,3
28331,Лев,Трофимов,Реутов,4.666666666666667,3
28332,Дарья,Дьячкова,Химки,4.857142857142857,7
28333,Никита,Юдин,Железнодорожный,5.0,2
28334,Владислав,Анисимов,Долгопрудный,5.0,3
28335,Карина,Гусева,Москва,5.0,3
28336,Владислав,Макаров,Балашиха,5.0,4
28337,Демид,Фадеев,Мытищи,5.0,3
28338,Арсений,Дьячков,Королев,5.0,3
28339,Константин,Медведев,Реутов,4.333333333333333,6
28340,Милана,Князева,Долгопрудный,5.0,4
28341,Даниил,Голубев,Королев,5.0,1
28342,Ева,Романова,Люберцы,5.0,5
28343,Ева,Субботина,Долгопрудный,4.333333333333333,3
28344,Роман,Блохин,Железнодорожный,5.0,6
28345,Валерия,Лукина,Балашиха,,0
28346,Диана,Исакова,Москва,5.0,3
28347,Демид,Туров,Долгопрудный,3.6,6
28348,Виктор,Мельников,Мытищи,4.666666666666667,3
28349,Арсений,Третьяков,Люберцы,5.0,3
28350,Вероника,Третьякова,Балашиха,4.666666666666667,10
28351,Виктория,Фадеева,Долгопрудный,5.0,2
28352,Анна,Турова,Химки,5.0,4
28353,Арсений,Гаврилов,Мытищи,5.0,1
28354,Алексей,Жданов,Химки,4.2,5
28355,Илья,Родионов,Подольск,3.6666666666666665,3
28356,Даниил,Морозов,Долгопрудный,3.75,4
28357,Ульяна,Сафонова,Химки,3.6666666666666665,4
28358,Марк,Лыткин,Подольск,5.0,1
28359,Демид,Туров,Подольск,5.0,1
28360,Алиса,Агафонова,Железнодорожный,20.833333333333332,6
28361,София,Горбунова,Балашиха,4.75,4
28362,Илья,Третьяков,Железнодорожный,3.6666666666666665,3
28363,Максим,Терентьев,Химки,4.8,5
28364,Карина,Зыкова,Подольск,4.5,4
28365,Марк,Беляков,Подольск,3.8333333333333335,6
28366,Анастасия,Тарасова,Железнодорожный,5.0,1
28367,Виктор,Котов,Москва,3.6666666666666665,5
28368,Алексей,Гущин,Химки,,0
28369,Степан,Кулаков,Москва,5.0,4
28370,Тимофей,Кулаков,Люберцы,5.0,2
28371,Виктор,Коновалов,Мытищи,23.0,5
28372,Виктория,Комарова,Москва,4.5,4
28373,Матвей,Федосеев,Москва,4.75,8
28374,Арсений,Тимофеев,Балашиха,5.0,2
28375,Марк,Капустин,Мытищи,3.6666666666666665,3
28376,Милана,Федорова,Реутов,5.0,3
28377,Егор,Зайцев,Москва,28.75,4
28378,Стефания,Хохлова,Люберцы,,0
28379,Роман,Козлов,Мытищи,4.75,4
28380,Злата,Родионова,Долгопрудный,5.0,2
28381,Наталья,Вишнякова,Москва,5.0,4
28382,Никита,Миронов,Мытищи,5.0,4
28383,Алиса,Кошелева,Подольск,5.0,3
28384,Илья,Герасимов,Москва,5.0,3
28385,Лев,Журавлев,Люберцы,4.333333333333333,3
28386,Наталья,Шарапова,Люберцы,5.0,2
28387,Яна,Елисеева,Королев,4.875,8
28388,Алёна,Якушева,Москва,5.0,2
28389,Анна,Ильина,Люберцы,4.666666666666667,3
28390,София,Пономарева,Реутов,5.0,3
28391,Арсений,Сидоров,Люберцы,5.0,4
28392,Константин,Фомин,Реутов,5.0,2
28393,Марк,Марков,Люберцы,5.0,1
28394,София,Кириллова,Реутов,5.0,2
28395,Ева,Бобылева,Люберцы,4.666666666666667,4
28396,Даниил,Орехов,Реутов,24.0,5
28397,Алиса,Карпова,Москва,5.0,4
28398,Ярослав,Комиссаров,Мытищи,5.0,3
28399,Стефания,Колесникова,Люберцы,5.0,4
28400,Кирилл,Дроздов,Балашиха,5.0,5
28401,Василиса,Селиверстова,Балашиха,5.0,6
28402,Алиса,Михеева,Долгопрудный,4.0,4
28403,Ульяна,Яковлева,Королев,,0
28404,Валерия,Гурьева,Москва,36.666666666666664,3
28405,Константин,Денисов,Химки,4.75,4
28406,Андрей,Беляков,Королев,5.0,4
28407,Мария,Тарасова,Москва,5.0,2
28408,Александра,Маркова,Мытищи,5.0,2
28409,Ксения,Никифорова,Реутов,5.0,5
28410,Мария,Суханова,Королев,20.833333333333332,6
28411,Анастасия,Степанова,Долгопрудный,5.0,4
28412,Диана,Данилова,Люберцы,4.666666666666667,3
28413,Полина,Куликова,Реутов,24.0,5
28414,Савелий,Рожков,Королев,4.5,4
28415,Ксения,Воронова,Химки,4.0,4
28416,Денис,Буров,Королев,5.0,2
28417,Диана,Волкова,Люберцы,4.666666666666667,4
28418,Арсений,Кулаков,Химки,3.5,2
28419,Виктория,Александрова,Балашиха,5.0,2
28420,Мария,Носкова,Подольск,5.0,2
28421,Виктор,Титов,Мытищи,5.0,2
28422,Артем,Некрасов,Долгопрудный,5.0,4
28423,Тимофей,Кошелев,Химки,4.666666666666667,10
28424,Кира,Куликова,Химки,5.0,4
28425,Ксения,Зыкова,Балашиха,5.0,2
28426,Тимофей,Пахомов,Балашиха,4.75,5
28427,Артем,Лобанов,Подольск,5.0,4
28428,Алексей,Тимофеев,Мытищи,4.75,4
28429,Демид,Миронов,Подольск,4.0,3
28430,Василиса,Зайцева,Люберцы,3.2,5
28431,Кирилл,Самойлов,Мытищи,5.0,3
28432,Савелий,Комиссаров,Москва,5.0,4
28433,Злата,Кононова,Железнодорожный,5.0,4
28434,Милана,Сергеева,Реутов,5.0,2
28435,Марк,Блохин,Мытищи,3.6666666666666665,3
28436,Александр,Федоров,Подольск,5.0,4
28437,Алексей,Уваров,Подольск,5.0,1
28438,Денис,Буров,Балашиха,4.2,6
28439,Илья,Иванов,Мытищи,5.0,1
28440,Маргарита,Воронова,Люберцы,5.0,3
28441,Елизавета,Громова,Королев,5.0,2
28442,Арсений,Молчанов,Люберцы,5.0,4
28443,Александра,Симонова,Люберцы,5.0,2
28444,Александр,Воробьев,Железнодорожный,4.6,5
28445,Тимофей,Михеев,Балашиха,5.0,4
28446,Анна,Костина,Долгопрудный,5.0,2
28447,Арсений,Горшков,Люберцы,5.0,3
28448,Арина,Лазарева,Долгопрудный,20.833333333333332,7
28449,Демид,Чернов,Железнодорожный,5.0,2
28450,Василиса,Фролова,Железнодорожный,4.666666666666667,7
28451,Василиса,Фокина,Подольск,5.0,3
28452,Наталья,Белякова,Долгопрудный,5.0,7
28453,Илья,Ермаков,Железнодорожный,5.0,1
28454,Яна,Комарова,Подольск,5.0,1
28455,Степан,Голубев,Подольск,4.5,2
28456,Александра,Колесникова,Мытищи,23.6,5
28457,Никита,Васильев,Балашиха,5.0,1
28458,Кира,Бобылева,Химки,4.8,5
28459,Григорий,Емельянов,Москва,,0
28460,Марк,Буров,Москва,4.75,4
28461,Владислав,Меркушев,Королев,5.0,8
28462,Наталья,Федорова,Подольск,4.2,5
28463,София,Орехова,Долгопрудный,5.0,2
28464,Илья,Фокин,Люберцы,5.0,4
28465,Стефания,Вишнякова,Реутов,5.0,5
28466,Злата,Шубина,Реутов,5.0,7
28467,Степан,Орехов,Люберцы,5.0,4
28468,Григорий,Никифоров,Королев,23.4,5
28469,Андрей,Никитин,Королев,4.428571428571429,7
28470,Диана,Ильина,Мытищи,5.0,1
28471,Демид,Марков,Мытищи,14.0,8
28472,Анастасия,Белоусова,Королев,5.0,3
28473,Григорий,Коновалов,Балашиха,5.0,2
28474,Максим,Михайлов,Долгопрудный,36.666666666666664,3
28475,Наталья,Давыдова,Подольск,5.0,2
28476,Артем,Алексеев,Москва,5.0,2
28477,Андрей,Ефремов,Реутов,5.0,2
28478,Савелий,Туров,Химки,5.0,1
28479,Андрей,Доронин,Балашиха,5.0,2
28480,Марк,Архипов,Балашиха,3.4,5
28481,Степан,Николаев,Мытищи,16.0,5
28482,Ульяна,Ковалева,Москва,5.0,3
28483,Владислав,Попов,Москва,24.0,5
28484,Виктория,Носкова,Долгопрудный,5.0,2
28485,Александр,Меркушев,Балашиха,5.0,3
28486,Ульяна,Гаврилова,Балашиха,5.0,3
28487,Ульяна,Тимофеева,Люберцы,5.0,1
28488,Максим,Пестов,Люберцы,5.0,4
28489,Егор,Сорокин,Железнодорожный,5.0,1
28490,Кира,Исаева,Долгопрудный,5.0,3
28491,Ксения,Карпова,Химки,3.6666666666666665,3
28492,Степан,Миронов,Королев,4.833333333333333,6
28493,Савелий,Блохин,Балашиха,4.75,4
28494,Стефания,Фомичева,Королев,5.0,3
28495,Александра,Давыдова,Химки,28.75,5
28496,Ксения,Авдеева,Мытищи,4.333333333333333,7
28497,Мария,Горшкова,Долгопрудный,5.0,7
28498,Матвей,Исаков,Железнодорожный,4.333333333333333,6
28499,Милана,Трофимова,Подольск,5.0,3
28500,Милана,Нестерова,Королев,3.6666666666666665,3
28501,Савелий,Калашников,Долгопрудный,4.333333333333333,3
28502,Арина,Рябова,Химки,5.0,2
28503,Демид,Комаров,Подольск,5.0,3
28504,Артем,Артемьев,Железнодорожный,,0
28505,Анастасия,Королева,Балашиха,5.0,3
28506,Роман,Селезнев,Королев,4.333333333333333,6
28507,Виктор,Горбачев,Долгопрудный,4.0,4
28508,Дарья,Сорокина,Химки,3.6666666666666665,4
28509,Милана,Комарова,Химки,4.0,5
28510,Маргарита,Мишина,Химки,5.0,4
28511,Кира,Лебедева,Железнодорожный,5.0,3
28512,Александра,Прохорова,Люберцы,5.0,4
28513,Савелий,Журавлев,Химки,3.6666666666666665,4
28514,Диана,Казакова,Подольск,5.0,3
28515,Савелий,Стрелков,Люберцы,5.0,1
28516,Ксения,Ларионова,Долгопрудный,4.285714285714286,7
28517,Денис,Смирнов,Долгопрудный,5.0,7
28518,Глеб,Ермаков,Химки,5.0,2
28519,Алиса,Федорова,Москва,4.75,4
28520,Даниил,Карпов,Люберцы,5.0,4
28521,Анна,Зимина,Подольск,5.0,1
28522,Ульяна,Нестерова,Люберцы,4.6,6
28523,Алиса,Виноградова,Долгопрудный,4.6,5
28524,Ярослав,Щербаков,Мытищи,5.0,3
28525,Матвей,Артемьев,Химки,2.3333333333333335,3
28526,Яна,Гаврилова,Долгопрудный,5.0,2
28527,Виктория,Кошелева,Москва,5.0,3
28528,Иван,Гурьев,Химки,5.0,1
28529,Валерия,Якушева,Подольск,5.0,2
28530,Стефания,Крылова,Москва,4.857142857142857,7
28531,Ярослав,Хохлов,Железнодорожный,5.0,3
28532,Карина,Хохлова,Долгопрудный,5.0,2
28533,Роман,Васильев,Москва,4.5,8
28534,Роман,Юдин,Реутов,5.0,3
28535,Анна,Воробьева,Подольск,5.0,4
28536,Наталья,Белоусова,Москва,5.0,4
28537,Маргарита,Кузнецова,Реутов,4.2,5
28538,Владислав,Данилов,Мытищи,5.0,4
28539,Максим,Воробьев,Люберцы,5.0,3
28540,Анастасия,Веселова,Химки,5.0,1
28541,Анна,Королева,Мытищи,5.0,3
28542,Наталья,Веселова,Химки,5.0,2
28543,Федор,Громов,Балашиха,3.6666666666666665,3
28544,Анна,Шубина,Люберцы,8.0,6
28545,Дарья,Павлова,Подольск,4.75,4
28546,Карина,Данилова,Балашиха,4.666666666666667,3
28547,Григорий,Меркушев,Мытищи,5.0,1
28548,Ева,Фадеева,Подольск,5.0,4
28549,Алиса,Павлова,Балашиха,4.0,4
28550,Михаил,Селезнев,Железнодорожный,4.5,5
28551,Диана,Крюкова,Балашиха,5.0,2
28552,Даниил,Громов,Люберцы,5.0,3
28553,Кирилл,Наумов,Железнодорожный,5.0,3
28554,Ульяна,Чернова,Железнодорожный,5.0,5
28555,Иван,Юдин,Люберцы,5.0,5
28556,Дарья,Крюкова,Химки,5.0,6
28557,Илья,Соколов,Железнодорожный,3.0,3
28558,Савелий,Цветков,Химки,4.333333333333333,3
28559,Михаил,Кириллов,Балашиха,5.0,3
28560,Дарья,Блохина,Люберцы,5.0,3
28561,Константин,Мартынов,Долгопрудный,4.666666666666667,3
28562,Савелий,Субботин,Балашиха,4.6,5
28563,Александр,Ковалев,Королев,28.5,4
28564,София,Жданова,Мытищи,3.25,4
28565,Ксения,Симонова,Реутов,5.0,4
28566,Кирилл,Ситников,Железнодорожный,2.3333333333333335,3
28567,Виктор,Дроздов,Долгопрудный,5.0,2
28568,Алёна,Коновалова,Железнодорожный,5.0,3
28569,Алиса,Фролова,Подольск,3.0,2
28570,Кирилл,Рябов,Долгопрудный,5.0,2
28571,Денис,Горбунов,Мытищи,3.5,2
28572,Савелий,Иванов,Люберцы,3.6666666666666665,3
28573,Владислав,Самойлов,Реутов,4.0,4
28574,Артем,Муравьев,Железнодорожный,5.0,1
28575,Вероника,Тимофеева,Мытищи,,0
28576,Владислав,Дьячков,Балашиха,3.0,2
28577,Тимофей,Шашков,Мытищи,3.6666666666666665,3
28578,Виктор,Потапов,Железнодорожный,4.25,5
28579,Арсений,Голубев,Мытищи,5.0,2
28580,Александра,Максимова,Москва,5.0,3
28581,Федор,Королев,Люберцы,4.166666666666667,6
28582,Виктория,Шарова,Балашиха,5.0,2
28583,Полина,Кабанова,Подольск,5.0,1
28584,Кирилл,Никитин,Подольск,20.833333333333332,6
28585,Арина,Кононова,Реутов,5.0,4
28586,Арина,Владимирова,Королев,4.0,8
28587,Наталья,Исакова,Реутов,3.5,2
28588,Мария,Никонова,Химки,5.0,5
28589,Кирилл,Ефимов,Мытищи,16.25,8
28590,Савелий,Сафонов,Балашиха,5.0,4
28591,Анастасия,Евдокимова,Подольск,5.0,7
28592,Алёна,Николаева,Балашиха,,0
28593,Александр,Мишин,Долгопрудный,20.833333333333332,6
28594,Лев,Щербаков,Королев,28.75,5
28595,Тимофей,Лыткин,Люберцы,5.0,1
28596,Иван,Ситников,Балашиха,5.0,1
28597,Маргарита,Гаврилова,Балашиха,4.857142857142857,7
28598,Ксения,Горбунова,Люберцы,3.0,2
28599,Виктория,Никифорова,Реутов,4.0,4
28600,Максим,Симонов,Королев,4.5,4
28601,Владислав,Громов,Мытищи,5.0,2
28602,Степан,Котов,Долгопрудный,5.0,5
28603,Глеб,Орехов,Люберцы,5.0,2
28604,Диана,Голубева,Подольск,5.0,1
28605,Александр,Брагин,Москва,4.666666666666667,4
28606,Мария,Ершова,Железнодорожный,4.666666666666667,6
28607,Александра,Комиссарова,Королев,18.0,7
28608,Роман,Фокин,Химки,5.0,3
28609,Александра,Селиверстова,Подольск,5.0,3
28610,Виктория,Федосеева,Москва,5.0,1
28611,Анастасия,Савельева,Долгопрудный,4.2,5
28612,Карина,Лобанова,Люберцы,5.0,1
28613,Даниил,Макаров,Реутов,5.0,5
28614,Маргарита,Евдокимова,Москва,5.0,3
28615,Тимофей,Киселев,Москва,5.0,3
28616,Злата,Михеева,Железнодорожный,4.75,4
28617,Виктор,Семенов,Химки,5.0,2
28618,Мария,Владимирова,Химки,5.0,7
28619,Арина,Семенова,Долгопрудный,5.0,5
28620,Наталья,Потапова,Москва,5.0,6
28621,Максим,Блохин,Подольск,4.8,5
28622,Наталья,Ильина,Химки,5.0,5
28623,Милана,Воробьева,Долгопрудный,5.0,2
28624,Александра,Константинова,Мытищи,3.8333333333333335,6
28625,София,Морозова,Долгопрудный,4.666666666666667,3
28626,Арина,Афанасьева,Подольск,5.0,3
28627,Ульяна,Корнилова,Балашиха,5.0,3
28628,Максим,Лыткин,Химки,4.285714285714286,7
28629,Алиса,Капустина,Москва,5.0,1
28630,Анастасия,Максимова,Люберцы,4.6,5
28631,Александра,Громова,Мытищи,4.0,4
28632,Кирилл,Рожков,Люберцы,3.6666666666666665,3
28633,Яна,Михайлова,Реутов,3.5,2
28634,Егор,Никитин,Химки,4.0,4
28635,Максим,Орехов,Химки,5.0,1
28636,Наталья,Федорова,Подольск,4.8,5
28637,Илья,Куликов,Долгопрудный,5.0,2
28638,Ярослав,Морозов,Реутов,5.0,2
28639,Марк,Лыткин,Долгопрудный,5.0,2
28640,Наталья,Сазонова,Мытищи,5.0,3
28641,Артем,Ефимов,Королев,4.5,4
28642,Артем,Борисов,Балашиха,5.0,1
28643,Денис,Трофимов,Железнодорожный,5.0,6
28644,Яна,Никифорова,Мытищи,5.0,1
28645,Савелий,Тихонов,Люберцы,4.75,4
28646,Алексей,Гаврилов,Долгопрудный,4.25,4
28647,Ярослав,Молчанов,Люберцы,5.0,4
28648,Ярослав,Данилов,Балашиха,5.0,5
28649,Вероника,Стрелкова,Москва,5.0,7
28650,Даниил,Шилов,Реутов,3.0,4
28651,Михаил,Герасимов,Королев,23.8,7
28652,Карина,Федотова,Долгопрудный,5.0,3
28653,Дарья,Ковалева,Мытищи,4.0,4
28654,Валерия,Павлова,Химки,,0
28655,Ксения,Колобова,Долгопрудный,5.0,1
28656,Владислав,Новиков,Химки,5.0,2
28657,Наталья,Константинова,Подольск,3.3333333333333335,3
28658,Виктория,Русакова,Железнодорожный,5.0,2
28659,Максим,Брагин,Балашиха,5.0,2
28660,Даниил,Гордеев,Мытищи,4.2,5
28661,Мария,Лазарева,Подольск,5.0,5
28662,Виктория,Устинова,Балашиха,3.75,4
28663,Денис,Гуляев,Химки,4.666666666666667,3
28664,Федор,Артемьев,Подольск,24.0,5
28665,Ульяна,Киселева,Королев,5.0,4
28666,Артем,Журавлев,Москва,4.8,5
28667,Никита,Гусев,Химки,4.8,5
28668,Виктория,Егорова,Реутов,5.0,2
28669,Алёна,Орехова,Реутов,4.0,1
28670,Кирилл,Пахомов,Долгопрудный,4.9,10
28671,Егор,Мамонтов,Долгопрудный,5.0,3
28672,Виктория,Давыдова,Железнодорожный,,0
28673,Савелий,Буров,Реутов,3.0,2
28674,Даниил,Ермаков,Балашиха,5.0,3
28675,Григорий,Молчанов,Москва,5.0,1
28676,Яна,Калашникова,Реутов,5.0,2
28677,Алексей,Ефремов,Подольск,4.0,2
28678,Андрей,Кулаков,Долгопрудный,27.0,4
28679,Роман,Аксенов,Химки,5.0,8
28680,Валерия,Волкова,Химки,4.5,4
28681,Роман,Марков,Мытищи,3.6666666666666665,3
28682,Демид,Савельев,Люберцы,3.0,4
28683,Константин,Михеев,Подольск,3.8333333333333335,6
28684,Денис,Устинов,Железнодорожный,5.0,4
28685,Даниил,Тимофеев,Реутов,4.0,4
28686,Даниил,Лаврентьев,Мытищи,5.0,4
28687,Анастасия,Ширяева,Люберцы,5.0,3
28688,Даниил,Пономарев,Подольск,5.0,3
28689,Кирилл,Потапов,Королев,1.0,2
28690,Никита,Орлов,Долгопрудный,3.0,1
28691,Виктор,Исаков,Королев,5.0,7
28692,Федор,Исаев,Железнодорожный,5.0,5
28693,Дарья,Медведева,Королев,5.0,2
28694,Наталья,Киселева,Химки,5.0,4
28695,Денис,Устинов,Химки,5.0,2
28696,Анастасия,Козлова,Железнодорожный,18.428571428571427,8
28697,Анна,Григорьева,Реутов,,0
28698,Савелий,Соболев,Люберцы,18.0,8
28699,Кира,Корнилова,Химки,5.0,4
28700,Ярослав,Абрамов,Реутов,5.0,1
28701,Денис,Максимов,Подольск,5.0,3
28702,Кирилл,Гаврилов,Железнодорожный,5.0,1
28703,Полина,Носова,Балашиха,5.0,2
28704,Ксения,Комиссарова,Подольск,3.8,5
28705,Никита,Игнатьев,Реутов,5.0,3
28706,Ксения,Бурова,Железнодорожный,5.0,2
28707,Никита,Самсонов,Долгопрудный,5.0,4
28708,Анна,Тимофеева,Москва,4.285714285714286,8
28709,Демид,Рожков,Балашиха,4.8,6
28710,Демид,Морозов,Реутов,5.0,1
28711,Владислав,Мишин,Реутов,4.555555555555555,9
28712,Яна,Корнилова,Реутов,5.0,3
28713,Виктор,Тихонов,Балашиха,5.0,5
28714,Виктор,Козлов,Подольск,4.0,8
28715,Анастасия,Бурова,Долгопрудный,5.0,2
28716,София,Моисеева,Железнодорожный,5.0,3
28717,Милана,Борисова,Подольск,5.0,4
28718,Степан,Панов,Долгопрудный,5.0,3
28719,Денис,Фадеев,Люберцы,36.666666666666664,3
28720,Злата,Богданова,Королев,5.0,3
28721,Анна,Колобова,Железнодорожный,5.0,4
28722,Яна,Логинова,Химки,3.6666666666666665,3
28723,Андрей,Панфилов,Долгопрудный,5.0,1
28724,Виктория,Филиппова,Железнодорожный,5.0,3
28725,Полина,Архипова,Королев,4.333333333333333,7
28726,Федор,Аксенов,Долгопрудный,5.0,4
28727,София,Крюкова,Мытищи,3.0,1
28728,Виктор,Носов,Химки,4.8,5
28729,Полина,Зиновьева,Железнодорожный,3.0,4
28730,Арсений,Цветков,Реутов,5.0,2
28731,Артем,Рогов,Химки,5.0,4
28732,Валерия,Ширяева,Химки,4.2,5
28733,Кирилл,Евсеев,Реутов,4.333333333333333,3
28734,Андрей,Дементьев,Долгопрудный,4.0,2
28735,Елизавета,Уварова,Железнодорожный,5.0,5
28736,Демид,Панов,Мытищи,5.0,1
28737,Артем,Сидоров,Королев,5.0,6
28738,Виктория,Лебедева,Железнодорожный,17.571428571428573,7
28739,Артем,Кошелев,Королев,5.0,5
28740,Степан,Сорокин,Подольск,4.8,5
28741,Никита,Яковлев,Люберцы,4.2,5
28742,Лев,Суворов,Подольск,5.0,4
28743,Анастасия,Зуева,Железнодорожный,4.2,5
28744,Арина,Федорова,Балашиха,5.0,1
28745,Арина,Шубина,Балашиха,4.666666666666667,6
28746,Владислав,Горбунов,Химки,4.75,4
28747,Савелий,Юдин,Железнодорожный,5.0,1
28748,Наталья,Щукина,Москва,5.0,8
28749,Валерия,Дроздова,Люберцы,5.0,3
28750,Вероника,Константинова,Мытищи,4.0,6
28751,Стефания,Щербакова,Железнодорожный,18.571428571428573,7
28752,Валерия,Бурова,Мытищи,5.0,1
28753,Злата,Алексеева,Химки,3.0,4
28754,Полина,Чернова,Реутов,,0
28755,Виктория,Осипова,Долгопрудный,5.0,2
28756,Валерия,Фадеева,Люберцы,3.0,2
28757,Елизавета,Меркушева,Подольск,100.0,1
28758,Максим,Матвеев,Химки,5.0,4
