id,first_name,last_name,auto,rating,city
499,Алексей,Лебедев,386,7.588235294117647,Москва
500,Анна,Морозова,797,6.769736842105263,Москва
501,Жомарт,Мирзаев,1405,7.6976744186046515,Москва
502,Бауржан,Назаров,771,6.434523809523809,Москва
503,Иван,Попов,1728,4.775757575757575,Королев
504,Рамазан,Гаджиев,544,5.556338028169014,Москва
505,Рахмат,Юсупов,1524,5.130081300813008,Москва
506,Иван,Попов,845,5.946188340807175,Москва
507,Саид,Турдиев,1743,6.065116279069767,Москва
508,Рустам,Абдрахманов,1419,7.770186335403727,Москва
509,Аслан,Ахмед,272,8.85,Москва
510,Ислам,Джабраилов,667,7.520833333333333,Москва
511,Мурад,Караев,1479,7.6798245614035086,Реутов
512,Махира,Саидова,779,7.265486725663717,Москва
513,Зухра,Жумаева,836,7.510822510822511,Москва
514,Нигина,Мирзаева,1428,6.700854700854701,Химки
515,Алексей,Петров,953,5.495833333333334,Долгопрудный
516,Залим,Караев,496,7.316872427983539,Железнодорожный
517,Мурад,Алиев,1566,5.986784140969163,Москва
518,Павел,Попов,540,6.725,Долгопрудный
519,Магомед,Шарипов,926,6.943262411347518,Люберцы
520,Мурад,Юсупов,848,5.4825174825174825,Москва
521,Сергей,Иванов,113,5.4653846153846155,Москва
522,Рустам,Назаров,833,5.562091503267974,Люберцы
523,Саид,Жумаев,202,7.160337552742616,Москва
524,Мурад,Саидов,114,5.970588235294118,Реутов
525,Гамид,Караев,919,8.061946902654867,Мытищи
526,Хасан,Караев,1786,6.330396475770925,Балашиха
527,Гамид,Абдуллаев,1000,6.348936170212766,Химки
528,Алишер,Алимов,564,6.014285714285714,Подольск
529,Алишер,Алимов,677,5.614349775784754,Москва
530,Залина,Абдуллаева,1605,8.28125,Москва
531,Аслан,Багаев,650,7.25625,Москва
532,Бауржан,Алимов,729,6.298701298701299,Москва
533,Нурсултан,Абдуллаев,105,8.37037037037037,Москва
534,Саид,Саидов,1382,11.047619047619047,Королев
535,Дильшод,Мирзаев,575,6.369230769230769,Москва
536,Магомед,Абдурахман,574,7.669527896995708,Москва
537,Нурсултан,Жумаев,163,6.94392523364486,Долгопрудный
538,Шамиль,Караев,411,7.728888888888889,Москва
539,Алишер,Мирзаев,1473,7.014598540145985,Балашиха
540,Рахмат,Турдиев,865,6.383966244725738,Москва
541,Гамид,Гаджиев,254,6.976608187134503,Химки
542,Хасан,Саидов,283,7.787878787878788,Москва
543,Рустам,Алимов,840,7.2043478260869565,Москва
544,Рустам,Рахимов,581,5.078512396694215,Москва
545,Аслан,Багаев,104,5.6755555555555555,Долгопрудный
546,Хасан,Магомедов,219,7.991666666666666,Москва
547,Дильшод,Юсупов,971,7.275862068965517,Люберцы
548,Нурсултан,Юсупов,1507,6.337349397590361,Москва
549,Владимир,Кузнецов,71,6.305343511450381,Мытищи
550,Ислам,Гаджиев,232,6.63135593220339,Москва
551,Расул,Саидов,1102,5.6289592760181,Мытищи
552,Гульнара,Алимова,440,5.992481203007519,Железнодорожный
553,Рустам,Абдуллаев,1082,6.673228346456693,Реутов
554,Ислам,Шарипов,1347,8.068965517241379,Реутов
555,Николай,Кузнецов,1639,6.725581395348837,Москва
556,Ислам,Исаев,1496,5.81549815498155,Москва
557,Хасан,Караев,408,6.595238095238095,Люберцы
558,Рахмат,Мирзаев,530,5.522821576763485,Железнодорожный
559,Магомед,Магомедов,1346,6.5905172413793105,Железнодорожный
560,Залим,Алиев,1017,6.830065359477124,Москва
561,Залим,Юсупов,662,8.117647058823529,Москва
562,Темирлан,Алимов,1788,4.853107344632768,Москва
563,Расул,Исаев,141,5.86328125,Москва
564,Мурад,Алиев,949,4.7935483870967746,Железнодорожный
565,Диля,Махмудова,1018,6.131221719457014,Москва
566,Шахноза,Жумаева,1038,8.90625,Москва
567,Алишер,Мирзаев,622,6.988372093023256,Балашиха
568,Владимир,Попов,873,5.490196078431373,Балашиха
569,Хасан,Джабраилов,1237,5.991228070175438,Москва
570,Эльнур,Жумаев,348,6.65,Москва
571,Алишер,Жумаев,264,6.759740259740259,Москва
572,Нурсултан,Мирзаев,1242,6.940092165898617,Подольск
573,Алексей,Сидоров,1261,6.382352941176471,Королев
574,Шамиль,Ахмед,644,5.468085106382978,Мытищи
575,Расул,Исаев,743,7.942477876106195,Королев
576,Эльнур,Каримов,1267,6.382978723404255,Мытищи
577,Жомарт,Турдиев,1088,5.126050420168068,Балашиха
578,Расул,Ахмед,843,5.96078431372549,Королев
579,Бауржан,Алимов,1276,6.371900826446281,Москва
580,Эльнур,Мирзаев,358,6.464114832535885,Железнодорожный
581,Шамиль,Абдурахман,1476,7.102409638554217,Королев
582,Шахноза,Абдуллаева,636,6.184834123222749,Люберцы
583,Расул,Магомедов,1348,7.5,Москва
584,Айша,Багаева,1551,5.972477064220183,Москва
585,Евгений,Петров,929,6.293706293706293,Балашиха
586,Михаил,Сидоров,764,4.936,Королев
587,Жомарт,Турдиев,370,5.7094017094017095,Москва
588,Саид,Касымов,434,5.246808510638298,Москва
589,Владимир,Козлов,88,6.133333333333334,Москва
590,Нурсултан,Назаров,955,5.598484848484849,Москва
591,Залим,Исаев,1320,6.993975903614458,Москва
592,Алишер,Юсупов,160,5.939655172413793,Подольск
593,Шамиль,Саидов,927,7.130952380952381,Подольск
594,Рахмат,Махмудов,78,7.33852140077821,Москва
595,Аслан,Исаев,319,6.288732394366197,Москва
596,Расул,Шарипов,1163,7.9625,Москва
597,Олег,Сидоров,703,6.272108843537415,Москва
598,Саид,Турдиев,1557,5.571428571428571,Железнодорожный
599,Расул,Исаев,617,7.007518796992481,Железнодорожный
600,Ислам,Гаджиев,174,5.914163090128755,Москва
601,Рамазан,Юсупов,528,6.8068965517241375,Москва
602,Хасан,Исаев,950,5.4937759336099585,Москва
603,Саид,Мирзаев,1493,9.336,Москва
604,Темирлан,Абдуллаев,903,6.120689655172414,Реутов
605,Бауржан,Юсупов,1189,6.524663677130045,Москва
606,Гульнара,Назарова,1154,6.73469387755102,Подольск
607,Аслан,Багаев,1303,7.7073170731707314,Москва
608,Нурсултан,Мирзаев,1718,6.210727969348659,Подольск
609,Ислам,Абдурахман,1079,5.292134831460674,Москва
610,Алишер,Абдуллаев,509,7.693430656934306,Королев
611,Темирлан,Мирзаев,995,7.917355371900826,Мытищи
612,Алексей,Попов,707,6.730434782608696,Реутов
613,Рустам,Жумаев,1796,5.7109375,Москва
614,Аслан,Саидов,1589,6.508196721311475,Москва
615,Алексей,Сидоров,591,5.877551020408164,Москва
616,Мурад,Багаев,826,5.754545454545455,Долгопрудный
617,Иван,Козлов,785,6.21285140562249,Москва
618,Рустам,Махмудов,1268,8.659090909090908,Москва
619,Гамид,Багаев,1677,7.702898550724638,Москва
620,Аслан,Алиев,969,6.611111111111111,Подольск
621,Павел,Кузнецов,1668,6.138364779874214,Реутов
622,Гамид,Магомедов,365,5.630769230769231,Химки
623,Темирлан,Мирзаев,991,6.587121212121212,Балашиха
624,Расул,Багаев,1558,6.418032786885246,Москва
625,Аслан,Алиев,1412,6.691358024691358,Москва
626,Хасан,Ахмед,1198,6.2781954887218046,Москва
627,Залим,Гаджиев,1608,6.329218106995885,Москва
628,Залим,Алиев,906,8.074285714285715,Реутов
629,Гульнара,Юсупова,1252,6.052941176470588,Люберцы
630,Расул,Юсупов,1776,5.176991150442478,Москва
631,Гамид,Магомедов,335,5.492424242424242,Москва
632,Шахноза,Рахимова,717,6.4324324324324325,Москва
633,Рамазан,Магомедов,424,6.302158273381295,Москва
634,Саид,Турдиев,192,6.392307692307693,Балашиха
635,Феруза,Махмудова,745,6.081081081081081,Железнодорожный
636,Бауржан,Абдрахманов,1435,6.478260869565218,Люберцы
637,Расул,Джабраилов,1022,6.194444444444445,Москва
638,Жомарт,Рахимов,277,8.731481481481481,Химки
639,Олег,Новиков,198,5.617283950617284,Москва
640,Екатерина,Сидорова,60,6.663755458515284,Долгопрудный
641,Ислам,Шарипов,436,5.407185628742515,Королев
642,Рахмат,Касымов,479,5.462068965517242,Железнодорожный
643,Эльнур,Саидов,1330,4.635593220338983,Балашиха
644,Шамиль,Абдурахман,1313,7.0873362445414845,Мытищи
645,Залим,Юсупов,571,6.174825174825175,Железнодорожный
646,Алексей,Иванов,1184,7.082304526748971,Москва
647,Алишер,Назаров,1543,7.81404958677686,Москва
648,Дмитрий,Лебедев,767,7.27741935483871,Москва
649,Расул,Абдуллаев,654,6.2785714285714285,Королев
650,Бауржан,Абдрахманов,1774,6.394736842105263,Химки
651,Олег,Лебедев,508,5.556910569105691,Реутов
652,Зухра,Абдрахманова,889,7.425675675675675,Железнодорожный
653,Алексей,Петров,1108,6.9457013574660635,Железнодорожный
654,Рахмат,Каримов,451,5.98443579766537,Москва
655,Саид,Мирзаев,1199,5.834645669291339,Москва
656,Гульнара,Рахимова,36,7.317460317460317,Мытищи
657,Нурсултан,Абдрахманов,316,7.254166666666666,Балашиха
658,Владимир,Петров,1587,6.471264367816092,Москва
659,Рустам,Мирзаев,1766,6.385650224215246,Москва
660,Нигина,Рахимова,1429,6.158590308370044,Подольск
661,Алексей,Новиков,1803,5.180257510729613,Балашиха
662,Расул,Абдурахман,874,6.4508670520231215,Химки
663,Шамиль,Гаджиев,1621,7.837209302325581,Долгопрудный
664,Инса,Абдуллаева,493,5.775862068965517,Балашиха
665,Бауржан,Саидов,426,7.490118577075099,Долгопрудный
666,Расул,Шарипов,259,5.540772532188841,Москва
667,Жомарт,Турдиев,1514,8.307692307692308,Москва
668,Бауржан,Жумаев,1168,5.396296296296296,Москва
669,Бауржан,Касымов,1537,5.792899408284024,Москва
670,Фатима,Гаджиева,1157,6.039823008849558,Москва
671,Аслан,Гаджиев,257,5.665254237288136,Долгопрудный
672,Бауржан,Турдиев,1520,5.234741784037559,Москва
673,Гамид,Шарипов,861,6.8412017167381975,Мытищи
674,Жомарт,Касымов,64,9.83838383838384,Москва
675,Шамиль,Саидов,260,5.458064516129032,Долгопрудный
676,Бауржан,Махмудов,1760,7.356828193832599,Подольск
677,Анна,Сидорова,481,7.100436681222708,Подольск
678,Шамиль,Исаев,1311,6.622047244094488,Королев
679,Расул,Магомедов,1029,6.441666666666666,Долгопрудный
680,Гамид,Юсупов,1759,5.599137931034483,Москва
681,Дмитрий,Кузнецов,1335,8.0625,Балашиха
682,Саид,Касымов,1515,6.5754716981132075,Москва
683,Рамазан,Шарипов,294,7.77639751552795,Москва
684,Владимир,Лебедев,412,6.5,Москва
685,Жомарт,Касымов,766,7.2125,Москва
686,Саид,Абдрахманов,14,5.859504132231405,Железнодорожный
687,Дильшод,Юсупов,458,6.538461538461538,Москва
688,Бауржан,Касымов,1014,7.5,Подольск
689,Рустам,Алимов,248,6.336363636363636,Москва
690,Рамазан,Джабраилов,515,5.163716814159292,Реутов
691,Олег,Лебедев,438,6.451327433628318,Москва
692,Хасан,Исаев,1016,7.285714285714286,Москва
693,Расул,Магомедов,361,5.155778894472362,Королев
694,Эльнур,Жумаев,489,7.846153846153846,Москва
695,Гамид,Саидов,237,6.33879781420765,Москва
696,Рахмат,Турдиев,589,5.904761904761905,Балашиха
697,Маликат,Магомедова,1511,6.626984126984127,Химки
698,Нурсултан,Саидов,169,6.474308300395257,Мытищи
699,Дмитрий,Иванов,1745,6.224137931034483,Москва
700,Эльнур,Мирзаев,473,6.10828025477707,Москва
701,Лейла,Исаева,1327,7.382470119521912,Мытищи
702,Ислам,Багаев,769,6.82,Москва
703,Ислам,Юсупов,1171,7.900552486187845,Москва
704,Павел,Лебедев,270,5.51063829787234,Москва
705,Мурад,Абдурахман,554,7.048245614035087,Подольск
706,Темирлан,Касымов,1637,8.333333333333334,Москва
707,Нурсултан,Абдрахманов,1401,6.504545454545455,Москва
708,Алишер,Жумаев,111,8.091666666666667,Москва
709,Рахмат,Махмудов,225,6.443983402489627,Москва
710,Расул,Караев,1554,5.89873417721519,Подольск
711,Аслан,Абдурахман,720,6.292181069958848,Долгопрудный
712,Залим,Абдуллаев,184,6.875,Москва
713,Рахмат,Алимов,130,6.54054054054054,Москва
714,Бауржан,Абдуллаев,206,5.634920634920635,Москва
715,Иван,Морозов,1301,6.041666666666667,Мытищи
716,Эльнур,Мирзаев,1073,6.2560975609756095,Железнодорожный
717,Сергей,Новиков,1656,5.350210970464135,Железнодорожный
718,Иван,Сидоров,161,7.983870967741935,Москва
719,Темирлан,Алимов,1606,5.375690607734807,Подольск
720,Саид,Абдрахманов,1780,6.53393665158371,Мытищи
721,Дильшод,Турдиев,152,6.286324786324786,Королев
722,Ислам,Джабраилов,1721,7.49402390438247,Москва
723,Расул,Ахмед,1527,6.190697674418605,Балашиха
724,Рамазан,Гаджиев,304,5.092741935483871,Москва
725,Гамид,Исаев,1394,7.136752136752137,Москва
726,Диля,Каримова,563,5.88655462184874,Москва
727,Самира,Юсупова,483,6.076923076923077,Химки
728,Хасан,Саидов,6,5.860169491525424,Балашиха
729,Бауржан,Назаров,1518,4.724137931034483,Москва
730,Залина,Алиева,1501,5.584362139917696,Подольск
731,Дмитрий,Морозов,1100,6.784232365145228,Москва
732,Рустам,Каримов,1216,5.445783132530121,Москва
733,Владимир,Сидоров,3,7.995594713656388,Москва
734,Жомарт,Турдиев,793,7.796,Химки
735,Ислам,Джабраилов,547,5.691666666666666,Москва
736,Саид,Махмудов,1396,6.833333333333333,Москва
737,Мурад,Ахмед,1363,6.004329004329004,Москва
738,Инса,Джабраилова,344,5.858585858585859,Москва
739,Фатима,Исаева,598,7.754601226993865,Реутов
740,Залим,Караев,1627,9.138686131386862,Долгопрудный
741,Фатима,Караева,1742,7.196078431372549,Москва
742,Аслан,Джабраилов,726,6.254098360655738,Мытищи
743,Ислам,Абдурахман,694,6.012578616352202,Москва
744,Залим,Алиев,187,5.953389830508475,Москва
745,Саид,Назаров,1060,7.453333333333333,Москва
746,Фатима,Джабраилова,469,7.528169014084507,Москва
747,Олег,Иванов,1404,7.540772532188841,Москва
748,Магомед,Исаев,710,6.279166666666667,Подольск
749,Евгений,Петров,26,6.581730769230769,Москва
750,Саид,Мирзаев,992,7.546255506607929,Москва
751,Павел,Лебедев,611,7.503401360544218,Москва
752,Рахмат,Мирзаев,988,7.024793388429752,Москва
753,Гюльнара,Магомедова,1355,5.559523809523809,Мытищи
754,Хасан,Караев,1080,6.608695652173913,Реутов
755,Махира,Юсупова,395,6.789699570815451,Железнодорожный
756,Темирлан,Каримов,201,4.878787878787879,Москва
757,Аслан,Ахмед,1143,5.944134078212291,Москва
758,Олег,Петров,1571,7.590643274853801,Москва
759,Алишер,Махмудов,577,6.977777777777778,Люберцы
760,Мурад,Саидов,810,6.435684647302905,Москва
761,Хасан,Абдурахман,1075,8.847826086956522,Москва
762,Дильшод,Касымов,268,6.0,Москва
763,Нурсултан,Каримов,534,7.678571428571429,Москва
764,Жомарт,Жумаев,1734,6.671875,Москва
765,Гамид,Алиев,392,4.6594827586206895,Железнодорожный
766,Темирлан,Мирзаев,542,5.891566265060241,Москва
767,Фатима,Абдурахман,70,6.393013100436681,Москва
768,Дильшод,Жумаев,1477,5.896694214876033,Москва
769,Эльнур,Рахимов,369,6.743055555555555,Москва
770,Михаил,Новиков,658,8.641221374045802,Москва
771,Хасан,Абдурахман,151,6.8931623931623935,Москва
772,Жомарт,Мирзаев,448,6.733333333333333,Москва
773,Ислам,Исаев,820,5.638766519823789,Москва
774,Иван,Кузнецов,912,6.371428571428571,Реутов
775,Ислам,Караев,1635,5.235294117647059,Москва
776,Ислам,Юсупов,307,6.36,Москва
777,Шамиль,Джабраилов,263,5.482213438735178,Реутов
778,Залина,Абдуллаева,1801,6.619718309859155,Балашиха
779,Рустам,Назаров,179,5.293838862559242,Люберцы
780,Мурад,Исаев,1485,5.9,Москва
781,Ислам,Абдурахман,1651,7.653679653679654,Москва
782,Сафия,Ахмед Оглы,738,6.531818181818182,Москва
783,Бауржан,Касымов,57,6.933070866141732,Москва
784,Дильшод,Абдуллаев,269,7.57258064516129,Москва
785,Владимир,Иванов,899,8.377682403433477,Москва
786,Павел,Попов,1377,8.049645390070921,Подольск
787,Залим,Шарипов,1746,7.331521739130435,Москва
788,Эльнур,Махмудов,1521,6.918803418803419,Подольск
789,Нурсултан,Турдиев,735,7.9714285714285715,Химки
790,Аслан,Юсупов,444,6.237837837837838,Королев
791,Темирлан,Юсупов,109,5.534412955465587,Москва
792,Гульнара,Турдиева,405,4.907894736842105,Москва
793,Жомарт,Юсупов,595,6.142857142857143,Балашиха
794,Самира,Абдрахманова,213,4.842105263157895,Мытищи
795,Жомарт,Мирзаев,640,6.60248447204969,Москва
796,Дмитрий,Смирнов,372,6.852678571428571,Москва
797,Хасан,Гаджиев,189,4.7846153846153845,Москва
798,Алишер,Каримов,1506,6.464730290456432,Мытищи
799,Магомед,Алиев,781,5.158536585365853,Москва
800,Мурад,Абдуллаев,1151,6.399176954732511,Железнодорожный
801,Дмитрий,Морозов,1699,10.22695035460993,Москва
802,Аслан,Абдуллаев,1206,6.5,Москва
803,Бауржан,Абдуллаев,1381,7.636752136752137,Химки
804,Хасан,Багаев,541,7.352422907488987,Москва
805,Иван,Кузнецов,862,8.535483870967742,Москва
806,Алишер,Юсупов,305,6.389763779527559,Люберцы
807,Олег,Новиков,1256,5.983739837398374,Реутов
808,Рахмат,Абдуллаев,490,6.3700787401574805,Москва
809,Рахмат,Каримов,1376,6.375661375661376,Химки
810,Алексей,Петров,1066,6.5,Москва
811,Екатерина,Лебедева,910,7.192660550458716,Москва
812,Хасан,Абдурахман,1597,5.578260869565217,Железнодорожный
813,Ислам,Юсупов,1269,5.9714285714285715,Реутов
814,Иван,Смирнов,1790,6.703947368421052,Москва
815,Залим,Абдуллаев,1669,7.018099547511312,Москва
816,Иван,Кузнецов,314,6.829896907216495,Москва
817,Анна,Лебедева,1040,5.8059701492537314,Москва
818,Бауржан,Каримов,963,6.197530864197531,Москва
819,Нурсултан,Назаров,661,5.481617647058823,Москва
820,Владимир,Кузнецов,1463,5.357429718875502,Москва
821,Эльнур,Турдиев,1548,6.872340425531915,Подольск
822,Гюльнара,Караева,93,6.713114754098361,Москва
823,Жомарт,Жумаев,578,5.556451612903226,Москва
824,Магомед,Исаев,1400,6.827450980392157,Мытищи
825,Темирлан,Мирзаев,1033,6.609053497942387,Москва
826,Темирлан,Каримов,1449,5.5,Москва
827,Нурсултан,Рахимов,195,5.407185628742515,Железнодорожный
828,Жомарт,Юсупов,723,6.110204081632653,Люберцы
829,Лейла,Джабраилова,1535,7.434782608695652,Мытищи
830,Хасан,Багаев,978,7.313559322033898,Железнодорожный
831,Мурад,Ахмед,646,6.484444444444445,Москва
832,Эльнур,Юсупов,284,6.231075697211155,Москва
833,Рустам,Абдуллаев,1707,6.949074074074074,Москва
834,Гамид,Багаев,837,6.081081081081081,Реутов
835,Шахноза,Мирзаева,900,6.44385026737968,Москва
836,Дильшод,Абдрахманов,1219,6.237410071942446,Люберцы
837,Ислам,Караев,549,6.2110091743119265,Москва
838,Михаил,Козлов,97,5.9831223628691985,Мытищи
839,Алексей,Лебедев,1104,5.516260162601626,Москва
840,Нурсултан,Турдиев,84,6.746835443037975,Москва
841,Магомед,Караев,1387,6.74793388429752,Реутов
842,Бауржан,Махмудов,553,6.717948717948718,Балашиха
843,Гамид,Шарипов,635,6.114649681528663,Москва
844,Рустам,Махмудов,320,7.551724137931035,Химки
845,Павел,Петров,924,7.230366492146596,Реутов
846,Жомарт,Турдиев,511,5.884,Москва
847,Павел,Попов,1098,7.6600985221674875,Москва
848,Магомед,Юсупов,1309,5.899563318777292,Москва
849,Алишер,Жумаев,1089,7.198275862068965,Королев
850,Дмитрий,Козлов,381,6.755274261603375,Москва
851,Фатима,Джабраилова,1238,6.292307692307692,Москва
852,Бауржан,Алимов,1618,5.947826086956522,Королев
853,Мурад,Гаджиев,1542,5.642857142857143,Москва
854,Ислам,Абдурахман,33,5.593220338983051,Москва
855,Залим,Абдурахман,1578,6.012269938650307,Москва
856,Гамид,Багаев,171,6.154362416107382,Химки
857,Рустам,Касымов,1230,6.146853146853147,Москва
858,Светлана,Кузнецова,456,6.523148148148148,Москва
859,Лейла,Саидова,1083,6.462809917355372,Москва
860,Нурсултан,Рахимов,21,6.12015503875969,Мытищи
861,Алишер,Касымов,216,7.324561403508772,Королев
862,Хасан,Джабраилов,815,5.819742489270387,Москва
863,Михаил,Петров,300,9.287037037037036,Москва
864,Темирлан,Жумаев,1226,6.180327868852459,Москва
865,Дмитрий,Сидоров,1058,5.490445859872612,Москва
866,Жомарт,Абдуллаев,1460,8.496350364963504,Москва
867,Аслан,Караев,1773,6.839622641509434,Москва
868,Расул,Джабраилов,1486,6.033898305084746,Мытищи
869,Хасан,Абдурахман,1342,5.789029535864979,Реутов
870,Сергей,Морозов,507,6.5636363636363635,Москва
871,Феруза,Каримова,648,6.243386243386244,Москва
872,Алексей,Морозов,299,6.3247863247863245,Балашиха
873,Расул,Исаев,1266,6.444,Долгопрудный
874,Дильшод,Юсупов,1035,7.765873015873016,Москва
875,Николай,Иванов,1681,7.994152046783626,Подольск
876,Шамиль,Джабраилов,472,7.676258992805756,Москва
877,Рустам,Саидов,1466,6.083333333333333,Подольск
878,Бауржан,Абдуллаев,602,6.4858757062146895,Москва
879,Залим,Магомедов,749,6.691275167785235,Балашиха
880,Жомарт,Абдрахманов,92,8.842553191489362,Москва
881,Алексей,Кузнецов,400,6.012578616352202,Королев
882,Нурсултан,Юсупов,318,5.584,Москва
883,Эльнур,Абдуллаев,1201,5.605381165919282,Подольск
884,Магомед,Исаев,898,5.5506607929515415,Москва
885,Бауржан,Саидов,432,5.941666666666666,Подольск
886,Шамиль,Ахмед,1009,6.232824427480916,Москва
887,Гамид,Абдурахман,1054,5.181818181818182,Подольск
888,Шамиль,Алиев,748,6.798206278026906,Мытищи
889,Жомарт,Махмудов,79,7.567961165048544,Москва
890,Алишер,Турдиев,1702,6.07563025210084,Москва
891,Рахмат,Мирзаев,1768,7.529661016949152,Москва
892,Рустам,Саидов,1441,7.351351351351352,Москва
893,Олег,Новиков,725,5.523809523809524,Москва
894,Залим,Гаджиев,1164,6.255144032921811,Мытищи
895,Ислам,Ахмед,464,7.105263157894737,Химки
896,Нурсултан,Каримов,442,5.906779661016949,Москва
897,Саид,Рахимов,1133,8.141129032258064,Москва
898,Саид,Абдуллаев,207,6.992700729927007,Балашиха
899,Шамиль,Шарипов,1437,6.0,Химки
900,Саид,Саидов,1562,6.255474452554744,Балашиха
901,Эльнур,Юсупов,637,6.336032388663968,Долгопрудный
902,Алишер,Турдиев,999,6.140425531914894,Москва
903,Рахмат,Касымов,1240,5.8879668049792535,Подольск
904,Расул,Шарипов,708,8.184873949579831,Москва
905,Саид,Абдуллаев,385,6.0,Москва
906,Дильшод,Мирзаев,1772,5.233333333333333,Москва
907,Эльнур,Каримов,1567,6.452471482889734,Подольск
908,Бауржан,Юсупов,760,7.764,Москва
909,Наталья,Иванова,1531,5.668224299065421,Москва
910,Дмитрий,Кузнецов,1813,8.172566371681416,Королев
911,Расул,Абдурахман,457,6.211055276381909,Люберцы
912,Темирлан,Турдиев,623,6.609375,Королев
913,Магомед,Абдуллаев,1498,6.777777777777778,Подольск
914,Рустам,Махмудов,44,5.738589211618257,Мытищи
915,Рустам,Мирзаев,301,5.292817679558011,Москва
916,Аслан,Джабраилов,407,8.642045454545455,Москва
917,Гамид,Абдуллаев,285,5.325301204819277,Москва
918,Алишер,Касымов,1431,6.9772727272727275,Москва
919,Рустам,Турдиев,354,7.8125,Долгопрудный
920,Алексей,Попов,1629,5.539130434782609,Москва
921,Залим,Саидов,853,6.6,Москва
922,Бауржан,Мирзаев,404,6.7190082644628095,Подольск
923,Бауржан,Махмудов,1362,8.507575757575758,Химки
924,Алишер,Саидов,1487,5.583690987124464,Москва
925,Расул,Караев,683,5.367768595041323,Москва
926,Гамид,Шарипов,1530,6.615702479338843,Мытищи
927,Темирлан,Жумаев,1166,6.804054054054054,Реутов
928,Зухра,Алимова,691,5.928994082840236,Москва
929,Маликат,Шарипова,1004,6.561320754716981,Химки
930,Татьяна,Иванова,753,5.510067114093959,Москва
931,Рамазан,Алиев,582,6.753303964757709,Железнодорожный
932,Михаил,Смирнов,1793,5.687898089171974,Балашиха
933,Лейла,Ахмед Оглы,1204,8.358288770053475,Железнодорожный
934,Расул,Шарипов,579,6.365168539325842,Королев
935,Рахмат,Махмудов,1099,7.065573770491803,Долгопрудный
936,Темирлан,Касымов,431,7.775590551181103,Москва
937,Залим,Юсупов,1454,5.961038961038961,Москва
938,Алишер,Жумаев,1440,4.776422764227642,Москва
939,Алишер,Мирзаев,931,7.392307692307693,Подольск
940,Нурсултан,Каримов,878,6.314655172413793,Москва
941,Дильшод,Махмудов,597,7.007518796992481,Реутов
942,Эльнур,Назаров,1736,7.086124401913875,Москва
943,Иван,Смирнов,498,6.038135593220339,Москва
944,Магомед,Гаджиев,521,5.7875,Реутов
945,Владимир,Смирнов,221,7.196850393700787,Долгопрудный
946,Аслан,Караев,150,5.367231638418079,Мытищи
947,Жомарт,Саидов,1434,8.012295081967213,Реутов
948,Аслан,Багаев,1697,6.992753623188406,Химки
949,Амина,Абдурахман,1552,6.473684210526316,Москва
950,Гамид,Абдуллаев,514,7.7894736842105265,Москва
951,Гюльнара,Магомедова,338,7.336206896551724,Железнодорожный
952,Рустам,Рахимов,1368,5.525547445255475,Люберцы
953,Сергей,Новиков,750,6.175298804780876,Москва
954,Хасан,Гаджиев,1645,6.754966887417218,Железнодорожный
955,Николай,Морозов,1120,6.303643724696356,Железнодорожный
956,Темирлан,Мирзаев,1575,5.609375,Москва
957,Залим,Магомедов,149,6.949579831932773,Химки
958,Дмитрий,Попов,1372,6.886666666666667,Москва
959,Дмитрий,Козлов,1636,5.195454545454545,Москва
960,Ислам,Исаев,55,6.725409836065574,Москва
961,Аслан,Абдурахман,1641,6.755102040816326,Железнодорожный
962,Динара,Алимова,379,6.859259259259259,Химки
963,Михаил,Попов,449,5.369402985074627,Москва
964,Сергей,Петров,1307,6.894273127753304,Королев
965,Шамиль,Юсупов,168,6.491017964071856,Москва
966,Рамазан,Шарипов,1488,5.526086956521739,Королев
967,Иван,Иванов,1234,7.562130177514793,Москва
968,Ислам,Алиев,450,5.49645390070922,Москва
969,Владимир,Петров,1603,6.262745098039216,Москва
970,Сергей,Иванов,1540,9.03623188405797,Москва
971,Наталья,Петрова,576,6.394618834080718,Москва
972,Иван,Козлов,162,6.381481481481481,Москва
973,Владимир,Сидоров,1678,6.888297872340425,Железнодорожный
974,Михаил,Сидоров,584,6.974468085106383,Железнодорожный
975,Рустам,Назаров,1323,6.188679245283019,Москва
976,Нурсултан,Каримов,65,8.418478260869565,Железнодорожный
977,Евгений,Сидоров,601,6.411016949152542,Долгопрудный
978,Саид,Абдуллаев,633,6.768211920529802,Химки
979,Жомарт,Касымов,629,6.829059829059829,Москва
980,Хасан,Ахмед,1367,4.82258064516129,Королев
981,Диля,Назарова,243,4.872,Москва
982,Залим,Абдурахман,627,6.875,Мытищи
983,Айша,Гаджиева,1791,6.446969696969697,Подольск
984,Маликат,Абдуллаева,739,7.393103448275862,Мытищи
985,Саид,Назаров,712,6.211711711711712,Москва
986,Нурсултан,Жумаев,197,6.322033898305085,Москва
987,Мурад,Караев,425,5.149321266968326,Люберцы
988,Рамазан,Багаев,413,6.855172413793103,Москва
989,Нурсултан,Назаров,1176,5.964285714285714,Мытищи
990,Алексей,Лебедев,1358,6.4124293785310735,Балашиха
991,Сергей,Козлов,1229,6.571428571428571,Москва
992,Рахмат,Каримов,1665,6.976744186046512,Химки
993,Владимир,Новиков,311,6.436936936936937,Москва
994,Расул,Саидов,180,6.031847133757962,Москва
995,Мурад,Исаев,292,5.47808764940239,Москва
